morton_code,lat,lon,abs_per_traversal,abs_per_traversal_shrunk,abs_events,n_rides,abs_per_1k_points,stop_rate,flow_index,crowd_v_p50,crowd_v_p85,demand_p90,radius_p50,grade_mean,elev_mean,n_points
122001311102002110,47.9125,10.90696,0.04348,0.02446,1,23,5.81395,0.13043,0.56522,6.66667,10.98569,24.58816,20.61757,0.34647,670.3692,172
122010022233321303,47.79782,11.57596,0.04348,0.02446,1,23,7.87402,0.0,0.95652,18.05556,25.2778,20.86352,177.24996,1.17497,731.19415,127
122001311110130033,47.83918,11.14468,0.04348,0.02446,1,23,1.17096,0.56522,0.3913,7.91667,10.83334,5.88547,35.17729,-0.1871,575.0624,854
122010200100311133,47.86124,11.68938,0.04255,0.03063,2,47,6.84932,0.0,0.80851,25.00249,30.69445,7.08849,35.32792,-0.29488,726.4186,292
122001133211331220,47.53588,10.88823,0.04255,0.03063,2,47,2.87356,0.08511,0.85106,15.27778,20.0,25.36701,80.25916,3.03927,1108.6488,696
122010022233122130,47.76112,11.56678,0.04255,0.03063,2,47,1.67504,0.34043,0.55319,6.94445,11.66667,11.04097,76.19996,0.95281,687.9084,1194
122010200101313221,47.87624,11.76848,0.04211,0.03834,8,190,8.80088,0.02632,0.96316,31.38889,38.87526,2.15348,111.47504,0.14597,683.11554,909
122010022213033022,47.58664,11.54745,0.04167,0.03018,2,48,4.69484,0.02083,0.91667,13.61111,16.94444,28.717,74.9722,0.5325,788.1517,426
122001133320320310,47.70914,10.95108,0.04167,0.02391,1,24,7.8125,0.04167,0.95833,21.80557,23.61113,5.03712,,-2.38587,876.83093,128
122001133320320122,47.7078,10.94887,0.04167,0.02391,1,24,3.50877,0.04167,0.95833,23.05557,24.72224,2.68762,,-0.31968,901.6912,285
122010200012000032,47.9056,11.42869,0.04167,0.02391,1,24,8.92857,0.0,0.91667,13.76849,16.32288,9.62909,197.83305,-0.06413,595.6499,112
122010200011331303,47.88536,11.59806,0.04167,0.02391,1,24,5.43478,0.0,0.875,13.61112,15.27779,11.72212,110.54796,1.79586,741.13654,184
122010200101010313,47.82024,11.7221,0.04167,0.02391,1,24,8.0,0.0,1.0,20.27778,25.94444,16.17369,299.31241,-0.22527,771.46014,125
122010200101011201,47.81828,11.72395,0.04167,0.02391,1,24,11.76471,0.0,0.95833,17.77778,24.0,12.39804,242.93392,-0.08196,774.7802,85
122010022210100220,47.47003,11.47041,0.04167,0.02391,1,24,5.0,0.04167,0.95833,15.00001,16.94446,16.26943,141.44911,0.07271,948.8336,200
122010022323102213,47.74296,11.73785,0.04167,0.02391,1,24,2.99401,0.16667,0.375,10.28296,14.16667,18.07,63.94231,-0.80872,749.64014,334
122001311102012333,47.92119,10.9305,0.04167,0.02391,1,24,5.43478,0.0,0.91667,12.22223,13.8889,9.81834,146.3071,-1.02474,742.5106,184
122001133301131031,47.48591,11.0683,0.04167,0.02391,1,24,4.90196,0.125,0.70833,11.66668,13.33334,1.83832,,-0.77577,728.5545,204
122010200100220202,47.88534,11.60263,0.04167,0.02391,1,24,12.04819,0.0,0.95833,13.88889,16.58334,7.45382,251.10614,1.06261,735.06055,83
122001133211333100,47.53902,10.89361,0.04,0.02931,2,50,7.19424,0.0,1.0,19.16667,23.22223,20.43738,165.91454,-0.79533,1082.5316,278
122010022213132110,47.58214,11.58852,0.04,0.02931,2,50,9.47867,0.0,1.0,26.11113,29.16667,11.15703,532.61673,-0.41554,793.8407,211
122010200012000001,47.90104,11.42734,0.04,0.02338,1,25,2.46914,0.24,0.24,8.33333,12.6466,14.71664,64.38491,-0.06982,596.26556,405
122010200101010331,47.82144,11.72172,0.04,0.02338,1,25,5.61798,0.0,0.96,21.38889,25.0,2.73512,278.33949,-0.81692,765.7912,178
122010022210013212,47.47926,11.46265,0.04,0.02338,1,25,4.97512,0.0,1.0,13.88889,16.3889,12.86095,126.16254,-0.03343,942.9281,201
122010200111013201,47.8291,11.90051,0.04,0.02338,1,25,16.94915,0.0,1.0,28.05556,31.66667,1.07649,,-0.35547,730.1277,59
122010200101123132,47.85065,11.75332,0.04,0.02338,1,25,4.4843,0.0,1.0,13.05555,15.00001,12.75401,116.35269,0.30161,706.97174,223
122010022221330312,47.7101,11.41265,0.04,0.02338,1,25,3.0303,0.12,0.76,13.61112,16.77504,6.59311,286.02794,0.02171,640.2738,330
122010022233312033,47.7842,11.58426,0.04,0.02338,1,25,5.10204,0.0,0.76,18.05556,24.93056,7.16059,299.45312,-2.63255,722.7149,196
122010022233312221,47.7888,11.58104,0.04,0.02338,1,25,1.65837,0.16,0.68,17.22222,22.77778,11.901,254.01858,-0.73309,727.5617,603
122001311103031210,47.92848,11.02258,0.04,0.02338,1,25,5.05051,0.0,0.96,22.23318,25.81888,26.86337,129.71486,-0.86229,706.1868,198
122001311103031213,47.92974,11.02423,0.04,0.02338,1,25,8.06452,0.0,1.0,27.22222,29.72224,10.46772,542.83582,-0.30327,703.8841,124
122010200101013202,47.8312,11.72259,0.03846,0.02287,1,26,2.69542,0.07692,0.69231,8.33333,10.55556,15.05707,49.38391,-1.7011,749.62213,371
122010200111013211,47.82937,11.90312,0.03846,0.02287,1,26,3.0303,0.15385,0.73077,16.38889,28.86111,12.88606,110.99313,1.06387,747.694,330
122010200010331232,47.8887,11.50555,0.03846,0.02287,1,26,4.14938,0.0,0.84615,15.83333,19.44446,1.58471,,-0.2148,585.5617,241
122010200101120231,47.84338,11.73849,0.03846,0.02287,1,26,3.84615,0.03846,0.96154,15.55557,18.33334,11.28918,223.02638,-1.29432,721.7692,260
122010022200321122,47.53219,11.31121,0.03846,0.02287,1,26,4.80769,0.0,1.0,11.66668,13.8889,18.36653,74.15295,-0.08247,873.1117,208
122001311013023100,47.93434,10.82755,0.03846,0.02287,1,26,4.46429,0.03846,0.80769,11.66667,14.44444,14.08634,82.47852,-1.12461,688.62506,224
122010200012131121,47.92592,11.5107,0.03846,0.02287,1,26,9.09091,0.0,0.96154,14.72222,18.69444,15.79786,176.65864,-0.41574,637.36633,110
122010022200032320,47.50282,11.27838,0.03774,0.02811,2,53,3.24675,0.01887,0.98113,13.05557,15.55556,4.33448,225.54301,-0.29737,887.2704,616
122010200101313213,47.87514,11.77111,0.03763,0.03423,7,186,8.66337,0.00538,0.98387,32.22222,39.77778,1.89095,,-0.04675,685.28406,808
122010022022202302,47.43522,11.25621,0.03704,0.02238,1,27,1.25,0.07407,0.37037,10.00001,13.33334,26.03468,30.77807,-0.99547,948.5316,800
122010022302312220,47.61294,11.66795,0.03704,0.02238,1,27,9.25926,0.0,1.0,30.00002,32.50003,7.18466,689.70963,-0.17312,890.8483,108
122010200000111213,47.82014,11.33165,0.03704,0.02238,1,27,3.40136,0.07407,0.81481,15.27779,16.94444,9.38614,163.03987,0.06945,595.99493,294
122010022200321123,47.53202,11.31221,0.03704,0.02238,1,27,1.79533,0.07407,0.88889,14.16668,17.77778,7.19765,120.69637,-0.75091,885.21655,557
122001311102003213,47.91837,10.91421,0.03704,0.02238,1,27,6.41026,0.0,1.0,18.88889,21.11111,12.07301,189.37457,-0.26563,724.0682,156
122010022323230110,47.7916,11.72091,0.03704,0.02238,1,27,9.34579,0.03704,0.92593,18.98071,22.56946,5.68646,,0.87864,780.087,107
122010022200032300,47.50003,11.27801,0.03636,0.02736,2,55,2.73224,0.05455,0.89091,14.72222,16.66667,3.751,,-0.17571,886.848,732
122010200101012131,47.82654,11.72235,0.03571,0.02192,1,28,10.0,0.0,1.0,18.75,23.375,7.08172,410.45132,1.00346,758.5126,100
122010200011101113,47.81426,11.57908,0.03571,0.02192,1,28,5.98802,0.03571,0.92857,19.16666,25.625,9.92012,217.41933,-0.84508,702.6074,167
122010022200320130,47.52992,11.30291,0.03571,0.02192,1,28,4.09836,0.0,0.96429,13.33334,15.55557,9.38647,172.54466,2.78105,887.93195,244
122001311102000222,47.91112,10.89909,0.03571,0.02192,1,28,5.95238,0.0,0.92857,19.86112,23.88889,6.43318,30.55847,2.70975,697.3732,168
122010200012102332,47.92153,11.47863,0.03571,0.02192,1,28,4.38596,0.10714,0.71429,15.55556,23.33069,15.66168,222.69135,-0.72146,661.38763,228
122010200100220200,47.88515,11.602,0.03571,0.02192,1,28,6.21118,0.0,0.96429,12.22222,15.27778,12.93538,109.27506,1.34577,741.7049,161
122010200110231101,47.87912,11.81842,0.03448,0.02631,2,58,6.77966,0.01724,0.96552,13.61111,22.22222,24.78628,265.54224,-0.31582,602.3483,295
122010200012000210,47.90632,11.42941,0.03448,0.02147,1,29,3.14465,0.10345,0.58621,10.53541,14.05776,5.92166,174.82356,-0.57131,592.70325,318
122010200000113113,47.82507,11.33763,0.03448,0.02147,1,29,3.98406,0.2069,0.58621,8.84275,14.72222,16.93274,40.241,0.19331,607.0631,251
122010200010101232,47.82279,11.48433,0.03448,0.02147,1,29,4.34783,0.0,0.96552,18.19444,22.77778,1.61344,490.88815,-0.38717,573.25397,230
122010200011110032,47.8178,11.58272,0.03448,0.02147,1,29,6.62252,0.03448,0.89655,12.77779,15.41667,33.67601,67.0833,-1.14075,702.9556,151
122010200011101110,47.81306,11.57758,0.03448,0.02147,1,29,4.2735,0.0,1.0,18.90881,22.79168,19.86305,171.37575,-0.65591,702.24097,234
122010200011101101,47.8126,11.57652,0.03448,0.02147,1,29,12.98701,0.0,1.0,19.44444,23.33334,26.2004,235.61253,-0.73393,701.903,77
122010200103112110,47.912,11.76469,0.03448,0.02147,1,29,5.78035,0.0,0.86207,25.0,31.11111,14.9434,255.20895,1.5949,675.83734,173
122001311013102030,47.91466,10.85791,0.03448,0.02147,1,29,4.54545,0.0,0.93103,14.72222,17.22224,4.04896,100.661,0.43538,711.2726,220
122010022200331322,47.53694,11.33312,0.03448,0.02147,1,29,4.58716,0.0,1.0,17.22224,20.55556,5.47401,198.57714,-0.19919,859.05145,218
122010022203202222,47.61382,11.3389,0.0339,0.02597,2,59,3.68324,0.01695,0.88136,15.83335,18.933,19.29131,117.38598,0.06821,817.90045,543
122010200101212300,47.87359,11.71784,0.03333,0.02565,2,60,4.0404,0.03333,0.91667,20.55556,25.27778,5.20051,,-0.4826,688.04144,495
122010022202120101,47.57164,11.30133,0.03333,0.02565,2,60,3.1746,0.01667,0.88333,15.27778,19.16667,27.834,90.23152,-0.04584,853.011,630
122010200103111202,47.9076,11.76651,0.03333,0.02104,1,30,8.54701,0.03333,0.96667,20.55556,25.55556,15.65576,251.04047,-0.11287,682.94293,117
122010022232012313,47.74366,11.45762,0.03333,0.02104,1,30,10.52632,0.0,1.0,15.83335,17.47224,3.40966,,-1.81202,680.11255,95
122010022022223103,47.45188,11.26861,0.03279,0.02533,2,61,3.3389,0.0,0.98361,16.3889,19.50025,8.77586,215.57764,-0.60747,918.2481,599
122010022322322031,47.80494,11.65044,0.03279,0.02533,2,61,5.22193,0.0,0.98361,25.96215,31.38889,7.42685,133.72668,-0.17518,738.4585,383
122010022203221022,47.61964,11.34943,0.03279,0.02533,2,61,1.9685,0.04918,0.86885,11.66667,14.44446,32.5982,45.54992,-0.14996,862.31354,1016
122010022221001101,47.63734,11.35652,0.03226,0.02502,2,62,2.09864,0.03226,0.8871,12.22222,15.27778,30.23768,60.42841,-0.27351,674.5015,953
122010200010103012,47.8256,11.48459,0.03226,0.02063,1,31,2.03666,0.29032,0.54839,11.11112,19.72223,17.68565,158.19798,-0.0378,591.6148,491
122010022232000310,47.73078,11.43472,0.03226,0.02063,1,31,6.66667,0.0,1.0,22.22224,25.00002,5.41971,,0.06061,624.7775,150
122010200102300013,47.94638,11.65053,0.03226,0.02063,1,31,4.44444,0.0,1.0,20.27778,23.88889,1.58484,,0.10142,659.3955,225
122010200111021032,47.83888,11.87917,0.03226,0.02063,1,31,7.46269,0.03226,0.93548,21.11113,27.33333,29.63789,176.12881,-0.76536,652.8084,134
122001133310231300,47.53298,11.11271,0.03226,0.02063,1,31,2.7248,0.03226,0.87097,13.05557,15.00001,5.31826,278.08884,0.01849,671.3517,367
122010022221001010,47.63732,11.35184,0.03175,0.02472,2,63,2.98507,0.04762,0.87302,14.72222,17.58334,15.0147,129.12113,-0.02052,641.67566,670
122001133312012102,47.56166,11.10262,0.03158,0.02654,3,95,2.19298,0.05263,0.93684,13.05557,15.00001,21.78787,76.54292,1.54147,865.8892,1368
122010200101210102,47.85858,11.71775,0.03125,0.02443,2,64,3.21027,0.03125,0.75,18.05556,23.05557,17.59568,68.60649,-0.82481,703.60913,623
122010022233233312,47.80948,11.556,0.03125,0.02023,1,32,7.57576,0.0,0.78125,21.07717,26.94447,23.81756,389.8902,-2.0793,643.6976,132
122010200101012002,47.82524,11.71266,0.03125,0.02023,1,32,7.93651,0.0,0.96875,22.88672,28.68056,10.89561,493.72134,0.53803,746.4969,126
122010022232012331,47.74416,11.4583,0.03125,0.02023,1,32,4.90196,0.0,1.0,15.27779,16.94444,3.08196,,-0.93289,684.41974,204
122010022232000211,47.73014,11.43118,0.03125,0.02023,1,32,27.77778,0.0,1.0,20.27779,21.94446,9.69699,372.18617,0.30447,591.1477,36
122001311013301230,47.95323,10.86903,0.03125,0.02023,1,32,3.861,0.0,1.0,18.61113,22.58333,6.22423,555.77386,-1.18451,635.50195,259
122010200110231321,47.88707,11.81771,0.03077,0.02414,2,65,7.24638,0.01538,0.92308,15.0,22.5,22.0907,106.65308,0.80717,593.9428,276
122010022231302300,47.6975,11.56332,0.0303,0.02386,2,66,9.7561,0.0,1.0,25.83335,29.95875,2.00605,,0.03911,685.0025,205
122010022232000301,47.7306,11.43334,0.0303,0.01985,1,33,6.06061,0.0,1.0,21.11113,22.22224,4.8397,441.00729,0.26148,625.5586,165
122010200011112322,47.83387,11.58542,0.0303,0.01985,1,33,4.1841,0.0,0.9697,20.0,27.58335,8.12283,244.46451,5.06834,718.2838,239
122010200110201210,47.8622,11.79177,0.0303,0.01985,1,33,4.16667,0.0,0.93939,15.83333,20.0,12.42051,217.01357,0.2734,663.81165,240
122001133310120010,47.48404,11.12158,0.03,0.02543,3,100,3.17125,0.07,0.87,13.8889,16.66668,10.13631,216.62674,-0.86558,742.7812,946
122010200112110231,47.9087,11.84796,0.02985,0.02359,2,67,6.75676,0.02985,0.95522,10.0,14.16667,3.81375,279.80418,0.16037,562.5348,296
122010022301030221,47.49186,11.71394,0.02941,0.01948,1,34,4.80769,0.0,1.0,24.44444,31.6661,9.74542,469.57436,-0.45488,960.57007,208
122010200011110221,47.82142,11.58138,0.02941,0.01948,1,34,2.77008,0.0,0.73529,17.50001,21.38889,26.86518,107.88207,-1.70204,701.6139,361
122010022232102232,47.74642,11.47315,0.02941,0.01948,1,34,5.40541,0.0,0.97059,20.27779,24.27779,4.10113,,-0.41255,711.3633,185
122010022301203112,47.51794,11.70885,0.02941,0.01948,1,34,3.73134,0.0,1.0,19.16667,21.94271,2.61569,,-0.32989,941.3227,268
122010022231123031,47.67318,11.57347,0.02899,0.02306,2,69,3.85356,0.01449,0.92754,24.16668,28.88889,5.04419,155.13675,-0.26559,700.6342,519
122010022200023023,47.4992,11.26279,0.02899,0.02306,2,69,5.68182,0.10145,0.69565,20.83335,28.36238,16.31061,69.47378,0.22776,901.9518,352
122010022203223322,47.63621,11.35499,0.02899,0.02306,2,69,1.55763,0.01449,0.84058,12.5,16.38889,28.82994,50.4971,0.0146,673.20447,1284
122010022200213203,47.524,11.28439,0.02899,0.02306,2,69,15.03759,0.0,1.0,13.05557,15.27778,6.83264,243.29735,-2.12598,878.87494,133
122010022233102103,47.7377,11.56511,0.02899,0.02306,2,69,4.62963,0.02899,0.95652,23.05557,28.05556,8.76974,539.97223,0.09926,669.90247,432
122010022202102323,47.5697,11.30181,0.02857,0.0228,2,70,1.98216,0.17143,0.71429,14.62411,19.44446,8.40495,46.13188,-0.09978,813.1773,1009
122001133332222110,47.80246,11.08324,0.02857,0.01913,1,35,5.20833,0.0,0.82857,12.22223,24.16669,23.28142,41.5994,-0.08204,602.0238,192
122010022223000013,47.72719,11.34258,0.02857,0.01913,1,35,3.96825,0.02857,0.8,19.44446,23.88891,19.77726,62.24569,-0.16623,621.46515,252
122010022232121001,47.7478,11.48263,0.02857,0.01913,1,35,7.0922,0.0,1.0,22.7778,25.55558,1.81846,,-0.36674,718.20624,141
122010022301030223,47.49322,11.71336,0.02857,0.01913,1,35,4.80769,0.0,1.0,26.11113,32.50003,2.77973,,-0.63981,959.64813,208
122010200011130030,47.83821,11.58316,0.02857,0.01913,1,35,3.28947,0.05714,0.91429,15.83334,20.0,27.18069,113.97421,-1.16097,693.9778,304
122010200010311111,47.85654,11.51299,0.02857,0.01913,1,35,5.07614,0.0,1.0,19.72222,23.33334,4.08859,,-0.71581,588.0145,197
122010022200213202,47.52337,11.28391,0.02778,0.0223,2,72,2.08333,0.01389,0.97222,13.33334,15.55556,8.13889,205.99283,-0.8027,883.43225,960
122010022223001020,47.72812,11.34976,0.02778,0.01878,1,36,2.84091,0.02778,0.94444,23.61113,26.94445,5.32691,151.58102,-0.1245,632.3398,352
122010200010331230,47.88714,11.50567,0.02778,0.01878,1,36,1.61812,0.25,0.55556,10.83333,18.88889,6.83304,42.51783,-0.52502,604.7119,618
122010022221312202,47.69918,11.40478,0.02778,0.01878,1,36,2.331,0.11111,0.72222,14.7817,19.44446,12.49508,256.78391,-0.2291,615.7817,429
122010022233122122,47.76289,11.5641,0.02778,0.01878,1,36,3.80228,0.11111,0.69444,9.72222,12.77778,4.95662,70.22603,-1.19743,682.3762,263
122010022222110131,47.72796,11.32613,0.02703,0.02183,2,74,5.73066,0.01351,0.89189,18.61112,22.26907,7.17519,60.76845,0.04283,618.02325,349
122010022220033021,47.6731,11.28497,0.02703,0.01846,1,37,3.18471,0.0,0.94595,19.44446,21.66668,10.17094,374.01511,-0.30813,649.93756,314
122010022301221103,47.52889,11.70816,0.02703,0.01846,1,37,2.68097,0.05405,0.91892,18.28126,22.73611,5.15432,59.55377,0.68216,944.5654,373
122001133300013123,47.47683,10.93894,0.02703,0.01846,1,37,2.74725,0.02703,0.94595,18.8889,22.78298,14.26222,214.20948,-0.42002,832.1397,364
122010022231130013,47.66091,11.58471,0.02632,0.02137,2,76,4.24628,0.01316,0.89474,22.50002,28.88889,11.10231,121.61452,-0.45733,706.55853,471
122010200011310120,47.85982,11.5856,0.02632,0.01814,1,38,3.28947,0.05263,0.84211,18.21635,25.0,10.42157,347.34254,-0.63433,716.22473,304
122010022221301101,47.68132,11.40091,0.02632,0.01814,1,38,3.69004,0.0,0.92105,20.83335,23.88889,1.51644,,0.62652,600.98,271
122010022302111123,47.55316,11.68559,0.02632,0.01814,1,38,9.90099,0.02632,0.94737,20.27778,25.0,8.98173,290.92746,-0.41284,897.55725,101
122001133321130331,47.66721,11.06252,0.02609,0.02261,3,115,3.91645,0.0,1.0,16.11112,20.55557,0.98611,,1.24275,797.0034,766
122001133310231333,47.53716,11.11796,0.02609,0.02261,3,115,3.63196,0.0087,0.93913,22.22224,26.11113,8.12108,560.74463,0.84842,675.1082,826
122010200003010120,47.90327,11.36609,0.02564,0.01783,1,39,1.31752,0.23077,0.58974,10.43574,16.66667,12.38561,131.33148,-0.45886,684.787,759
122010022223000121,47.72786,11.34549,0.02564,0.01783,1,39,3.69004,0.0,0.87179,18.8889,23.61111,17.00273,79.08916,-0.06367,619.1418,271
122010022302031310,47.5774,11.64396,0.02564,0.01783,1,39,7.87402,0.0,0.97436,20.0,24.18565,5.01821,372.49277,-0.24576,841.1002,127
122010200010331212,47.88609,11.50569,0.02564,0.01783,1,39,3.1348,0.07692,0.74359,16.38889,20.55556,5.99043,85.87726,-0.1382,592.1029,319
122010022212000333,47.55937,11.43615,0.02564,0.01783,1,39,1.33333,0.20513,0.58974,8.05556,13.05555,15.16024,85.83772,-1.16292,806.45605,750
122001133310023221,47.5028,11.08757,0.02564,0.01783,1,39,1.70068,0.10256,0.84615,12.77779,16.94444,1.64755,117.11558,-0.22611,702.0702,588
122001311013033203,47.94118,10.84551,0.02564,0.01783,1,39,4.34783,0.0,1.0,21.94445,26.0139,3.83988,,0.31888,688.44104,230
122001311013033202,47.94048,10.84431,0.02564,0.01783,1,39,3.90625,0.0,0.94872,16.38889,21.94446,6.07789,,-0.23289,686.7376,256
122010200011330113,47.88058,11.58982,0.025,0.01753,1,40,1.99601,0.15,0.45,14.16668,22.22224,18.00007,75.35805,0.14009,739.5207,501
122010022302031321,47.57982,11.6424,0.025,0.01753,1,40,3.16456,0.0,1.0,17.22222,20.53681,2.58602,,2.27947,855.37225,316
122010022022202333,47.43844,11.26016,0.02439,0.01724,1,41,0.47192,0.2439,0.68293,8.05556,11.3889,4.86262,142.4114,-0.39619,918.32416,2119
122010022302031312,47.57837,11.64332,0.02439,0.01724,1,41,3.02115,0.0,0.97561,19.44444,22.77778,1.85271,,0.48067,847.42706,331
122010200101212221,47.8759,11.71346,0.02439,0.01724,1,41,3.96825,0.02439,0.90244,18.33333,20.83334,1.50259,101.60579,-0.53261,697.6454,252
122010022302111220,47.5579,11.67915,0.02439,0.01724,1,41,3.47222,0.0,1.0,20.83333,25.83333,9.63077,332.85834,-0.06972,891.8406,288
122010022200012013,47.47422,11.27713,0.0241,0.01992,2,83,4.914,0.0,1.0,22.92449,27.22224,3.1004,,-0.29893,894.02057,407
122001133310032101,47.49511,11.10417,0.0241,0.01992,2,83,4.71698,0.04819,0.89157,13.33334,15.27779,2.47372,,-0.62992,714.1452,424
122010200101212330,47.87638,11.71999,0.02381,0.01697,1,42,3.33333,0.07143,0.85714,14.44444,20.27778,24.54945,49.79842,0.49475,710.6723,300
122010200103112220,47.92052,11.75593,0.02381,0.01697,1,42,1.17786,0.64286,0.09524,7.77778,14.45834,7.06184,80.03121,0.08883,666.67773,849
122010200011133033,47.85028,11.59547,0.02381,0.01697,1,42,1.71527,0.04762,0.90476,12.78309,15.55557,12.99958,123.04116,-1.58753,700.79987,583
122010022220130111,47.65884,11.32644,0.02381,0.01697,1,42,6.75676,0.0,0.97619,22.91668,29.16667,1.63906,,-0.28208,621.5271,148
122010022220122311,47.67528,11.30414,0.02326,0.0167,1,43,2.57069,0.02326,0.93023,11.88794,13.61111,13.91694,90.50064,0.60918,636.3485,389
122001311112210022,47.94911,11.09695,0.02326,0.0167,1,43,1.67504,0.09302,0.83721,9.44444,11.38889,2.62042,195.1273,0.32339,594.59174,597
122010200101202122,47.87202,11.69566,0.02273,0.01644,1,44,2.41546,0.04545,0.93182,14.68751,16.66667,5.12617,303.09453,-0.292,721.1095,414
122010200101313222,47.87714,11.76672,0.02273,0.01644,1,44,10.52632,0.0,0.97727,16.94444,36.66667,6.07538,93.23837,-0.695,678.16705,95
122010200101233003,47.89142,11.72443,0.02222,0.01865,2,90,2.61438,0.03333,0.91111,22.77778,28.33333,3.93824,,-0.57864,681.44495,765
122010200111012200,47.82992,11.88806,0.02222,0.01618,1,45,7.57576,0.02222,0.97778,26.11111,33.05556,9.49711,117.34935,-0.69304,674.16315,132
122010200111020220,47.84368,11.86606,0.02222,0.01618,1,45,2.96736,0.04444,0.73333,13.68511,19.16667,31.79893,67.92941,0.51052,694.9714,337
122001133312102000,47.56064,11.11888,0.02198,0.01849,2,91,2.43309,0.02198,0.93407,14.44446,16.66668,20.98351,100.90916,0.88506,786.58936,822
122001133211213223,47.52633,10.84523,0.02174,0.01594,1,46,3.57143,0.0,1.0,17.77779,22.62502,15.56048,173.11665,-1.47644,1091.4985,280
122001311112201133,47.9492,11.09533,0.02174,0.01594,1,46,1.37174,0.17391,0.56522,8.61111,11.94444,11.81978,89.37001,-0.00755,594.4139,729
122010022233031321,47.7551,11.55405,0.02128,0.0157,1,47,1.25313,0.2766,0.6383,10.00001,15.0,13.86133,53.65063,1.25388,669.7514,798
122001133312013100,47.5605,11.1133,0.02105,0.01784,2,95,2.55754,0.0,1.0,13.61111,16.11112,16.19723,78.86237,0.88618,809.0048,782
122001133310120112,47.48544,11.12707,0.02105,0.01784,2,95,3.12989,0.0,0.98947,17.77779,20.83335,7.58214,315.76382,-1.9423,760.5501,639
122001311113022302,47.9409,11.1682,0.02083,0.01547,1,48,3.23625,0.0,0.97917,26.11111,29.44444,5.13471,490.5079,0.04261,657.6469,309
122010200110301010,47.85652,11.83533,0.02083,0.01547,1,48,5.95238,0.0,0.95833,13.88889,16.38889,10.0449,151.04253,-0.13845,698.5378,168
122001133211331222,47.53658,10.88818,0.02083,0.01547,1,48,2.849,0.08333,0.85417,14.72222,18.36112,25.29686,94.38434,2.51984,1093.6758,351
122010200111003232,47.83374,11.87986,0.02041,0.01525,1,49,3.23625,0.0,0.87755,16.66667,22.77779,23.29476,153.52615,-2.69516,653.132,309
122010200110123322,47.85597,11.83844,0.02041,0.01525,1,49,4.14938,0.04082,0.93878,19.44444,23.33334,16.9347,231.38956,0.42978,698.60706,241
122001133211331223,47.53719,10.88938,0.02041,0.01525,1,49,1.8797,0.04082,0.91837,16.11112,21.36111,16.45217,158.88406,1.13099,1087.2662,532
122001133302102210,47.5659,10.94582,0.02041,0.01525,1,49,4.08163,0.0,0.95918,19.44446,24.55557,12.77039,308.0513,0.807,963.24945,245
122001311112210121,47.94769,11.1033,0.02041,0.01525,1,49,0.58377,0.53061,0.18367,6.38889,10.55556,14.53024,43.60998,-0.18757,572.4203,1713
122001133310130002,47.48548,11.14083,0.0202,0.01724,2,99,3.12012,0.0202,0.93939,20.56988,23.88891,8.47814,472.65259,-1.48732,816.6272,641
122010200101330002,47.88102,11.75635,0.02,0.01795,3,150,9.61538,0.01333,0.97333,30.55556,40.0,1.44396,,0.57755,690.1385,312
122001133310120003,47.48458,11.11995,0.02,0.0171,2,100,1.6247,0.18,0.71,9.16667,14.72223,7.42848,188.5374,-1.41438,738.0848,1231
122010022200000133,47.46572,11.26034,0.02,0.01503,1,50,1.21951,0.0,1.0,12.77779,14.44446,20.85406,69.10104,-0.30243,944.46014,820
122010022231123120,47.67252,11.57432,0.02,0.01503,1,50,10.75269,0.0,1.0,17.93995,27.61844,10.90046,70.38351,-0.60122,695.1718,93
122010200001332330,47.89801,11.41272,0.02,0.01503,1,50,4.65116,0.04,0.94,26.11113,30.55558,9.39287,648.67838,-0.13155,614.51666,215
122010022333223201,47.80788,11.87806,0.01961,0.01482,1,51,5.64972,0.01961,0.96078,14.44444,20.93057,7.74135,370.21835,-6.47709,640.6626,177
122001133310210101,47.50558,11.10369,0.01942,0.01668,2,103,1.61031,0.04854,0.91262,13.61734,16.38889,2.30804,,-0.11294,700.9043,1242
122010022203220130,47.6185,11.34674,0.01923,0.01461,1,52,2.18341,0.01923,0.94231,13.61837,16.3889,17.42422,102.09666,-0.60802,826.62537,458
122010200110211001,47.8571,11.81234,0.01923,0.01461,1,52,2.43902,0.05769,0.86538,13.33334,16.93338,6.30831,252.55486,1.20655,719.18506,410
122010022220020300,47.66427,11.25644,0.01923,0.01461,1,52,10.75269,0.0,1.0,38.61111,43.33337,5.98319,,-0.12787,697.6411,93
122010022332321132,47.79514,11.8417,0.01852,0.01422,1,54,7.14286,0.0,0.98148,13.05556,14.72222,2.81234,600.15515,-1.61668,724.03674,140
122010200110132323,47.85565,11.85083,0.01852,0.01422,1,54,2.25734,0.03704,0.87037,14.16668,19.16667,17.80849,87.63385,-1.11766,703.4376,443
122010200110122013,47.84746,11.82624,0.01818,0.01403,1,55,3.32226,0.0,0.94545,11.66667,18.88889,17.71828,54.48804,-1.11266,693.36346,301
122010022202123021,47.58514,11.3071,0.01786,0.01384,1,56,1.47493,0.01786,0.92857,13.88889,16.57678,20.30845,111.54977,-0.23327,818.09106,678
122001311112033001,47.93436,11.1094,0.01786,0.01384,1,56,3.63636,0.0,0.98214,17.77778,21.08333,10.67193,248.43043,-0.15624,555.53906,275
